,event_type,order_hash,chain,protocol_address,closing_date,quantity,seller,buyer,transaction,event_timestamp,nft.identifier,nft.collection,nft.contract,nft.token_standard,nft.name,nft.description,nft.image_url,nft.display_image_url,nft.display_animation_url,nft.metadata_url,nft.opensea_url,nft.updated_at,nft.is_disabled,nft.is_nsfw,payment.quantity,payment.token_address,payment.decimals,payment.symbol
1088,sale,0xc6534eef3db9b96540ffd42317f19609d1dd495631b6793edc642f08b1ec403b,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723504595,1,0x0959f0449dce8c84dcade6223685d9220f84702d,0x5079ac0ec3848744b48a5ed37216620c03619c01,0x0b7506ffb67578393040635e2b7ed49db7eba83a5e840d7f33571dd48a7dd060,1723504595,6618,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #6618,,https://ipfs.io/ipfs/QmbchGVWEix7QYuCY7T145AQz4uXmmWEnxPhEyLc5KwHci,https://i.seadn.io/s/raw/files/e98660d373c8740d5bdac31d9cdc1386.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/6618,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/6618,2024-08-30T16:10:14.234785,False,False,139000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH
1089,sale,0x9902b289cfbdbd7fcea193b6c72f69081b5b275338738ab2908d445531ef4df2,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723503827,1,0x58ae9c0144d84437183e6467884d5447ec706478,0x3254e3327d799ed2dd0bcfa71d76a31fe6654a74,0xf829565697889c8909feba00eaf66ac987f7df2591523286fea4086e236e18d0,1723503827,17479,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #17479,,https://ipfs.io/ipfs/QmPXkhBB2XmH7P2bHZc7spcQUcJu9zePAPCSR35GJcSic6,https://i.seadn.io/s/raw/files/d455418b80af8a3a3f7728f52f98bb6f.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/17479,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/17479,2024-08-12T23:03:49.461826,False,False,115000000000000000,0x0000000000000000000000000000000000000000,18,ETH
1090,sale,0x4b4ced5eb7713a5b846b6d6e603ca0457960f83cab8eb832a54c8898da400acc,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723502915,1,0xf4f9be684788e4460ac022642abd52cedc98e561,0x3a0b104cdf14d3528dd9410d4c95513585a08268,0xcb0d9fa7da132217d75bcbdb22a26901a4e35b2d44e6fcb631878de3fcc47ccf,1723502915,593,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #593,,https://ipfs.io/ipfs/QmXn3mqjgAxKPs4hU2fNZRUk4QWE7C2e845y8r3tS4oUiL,https://i.seadn.io/s/raw/files/e06ac8f197f117ff097e833b684660ff.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/593,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/593,2024-08-12T22:48:41.579161,False,False,150000000000000000,0x0000000000000000000000000000000000000000,18,ETH
1091,sale,0x52f86f62d6e3b6a5309c1804360d0643dd122b337b683ee8f0d67945f64ccb8d,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723502915,1,0xda48a4073e29206657ef7759dbfb3c6ce15d3af9,0x3a0b104cdf14d3528dd9410d4c95513585a08268,0xcb0d9fa7da132217d75bcbdb22a26901a4e35b2d44e6fcb631878de3fcc47ccf,1723502915,7544,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #7544,,https://ipfs.io/ipfs/QmbAFitk3tuwLgxxBPQhWmyjrvRygyncQY1mGXkthwyUTB,https://i.seadn.io/s/raw/files/2925b9485a8e57ca1a5fe75ec5d0ad9d.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/7544,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/7544,2024-08-12T22:48:41.427198,False,False,131800000000000000,0x0000000000000000000000000000000000000000,18,ETH
1092,sale,0x1e651a1a3cb6bdc77e12f748d46c958d24a4e7ce1cf1ffb0f987a7f0d9e8d068,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723502915,1,0xda48a4073e29206657ef7759dbfb3c6ce15d3af9,0x3a0b104cdf14d3528dd9410d4c95513585a08268,0xcb0d9fa7da132217d75bcbdb22a26901a4e35b2d44e6fcb631878de3fcc47ccf,1723502915,5898,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #5898,,https://ipfs.io/ipfs/QmNbfoJgrUCZXBRJZUJMbLh4yFpWoMtXVwWuE9mTtWAVsy,https://i.seadn.io/s/raw/files/1b6c8ef5d0193f8461685c29ebf34b09.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/5898,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/5898,2024-08-12T22:48:41.259581,False,False,106200000000000000,0x0000000000000000000000000000000000000000,18,ETH
1093,sale,0x3ccdaf70f3db1fc2c91c1fabf216d16136567c2972a2c4aef7b8b8410523d1e1,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723502699,1,0xcd398de5aefef383306f9fb5fb86b880ba7759ff,0xa88571efecbf8ac8470f4ff58026eb7e6a509229,0x4dbae7a0ecfb7dbe16a92bbaad1eb1ce3d8d60692272a674297cf523791bd18e,1723502699,14796,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #14796,,https://ipfs.io/ipfs/Qmce5tMM1RuDaMFNF4N6ezMooL9UsxsiTFpmaGouK3cbCp,https://i.seadn.io/s/raw/files/1e12a2e1e2b1a17af050acaa8472c497.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/14796,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/14796,2024-08-16T12:14:39.526302,False,False,77600000000000000,0x0000000000000000000000000000000000000000,18,ETH
1094,sale,0xd9949ac7a88d28557668d1ac05cab99fe17e58849739b77f2eebee272db829f9,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723502027,1,0x63d632cccb50422c14b3ebe2bf46aaefa49d28b7,0xcd398de5aefef383306f9fb5fb86b880ba7759ff,0x3e0c3e49e659758b230a89b7f3959a099adb46fe3de6a56ae71a0694904c502e,1723502027,14796,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #14796,,https://ipfs.io/ipfs/Qmce5tMM1RuDaMFNF4N6ezMooL9UsxsiTFpmaGouK3cbCp,https://i.seadn.io/s/raw/files/1e12a2e1e2b1a17af050acaa8472c497.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/14796,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/14796,2024-08-16T12:14:39.526302,False,False,71000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH
1095,sale,0xa01d233e2763f38abf277b474124151cd2430222b66961afc00dd8393f8bf33d,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723494383,1,0xf77efcff348da9c6983e1cda7139d1d514ec00c9,0xf55a59908dcbf635565412d878ba16864f3a1a46,0x85925b7e55d2581188d819253455edc481e8423966dc004337e2d33de1f956fb,1723494383,12151,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #12151,,https://ipfs.io/ipfs/QmZUh6aLeBoiP1uFfk1hHkRq7pKhVn7BLnaXCdprgUtjfr,https://i.seadn.io/s/raw/files/53b89db5aa71be6322f3f21ecb580e47.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/12151,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/12151,2024-08-12T20:26:25.316765,False,False,76600000000000000,0x0000000000000000000000000000000000000000,18,ETH
1096,sale,0x83569ff8e8f80adcb3319ea40a72154586406c31f0aa5c9de271588fe3b936a3,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723494299,1,0xda48a4073e29206657ef7759dbfb3c6ce15d3af9,0x5079ac0ec3848744b48a5ed37216620c03619c01,0x7dd3debb476c6f3de060f7a2c515223ea54b72b639b221775357d812fadc4eba,1723494299,8424,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #8424,,https://ipfs.io/ipfs/QmNPZe5uDZRDwjP9ktfR4YovZE434diP7g3P4GEz8vkRKZ,https://i.seadn.io/s/raw/files/93458fa182d4920564a91253e9c43e32.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/8424,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/8424,2024-08-12T20:25:01.709896,False,False,92600000000000000,0x0000000000000000000000000000000000000000,18,ETH
1097,sale,0x37ca41703e0b1760fd733251390d20309d8b24392f82ae52401ac8bfdcccc317,ethereum,0x0000000000000068f116a894984e2db1123eb395,1723492799,1,0xee88693665007139107a94aa654f98b46a11df77,0x0959f0449dce8c84dcade6223685d9220f84702d,0x6c541b2041026fc21ae7661c03356b92800355b0eef9cc73861adac22e1b9458,1723492799,6618,nakamigos,0xd774557b647330c91bf44cfeab205095f7e6c367,erc721,Nakamigos #6618,,https://ipfs.io/ipfs/QmbchGVWEix7QYuCY7T145AQz4uXmmWEnxPhEyLc5KwHci,https://i.seadn.io/s/raw/files/e98660d373c8740d5bdac31d9cdc1386.png?w=500&auto=format,,https://ipfs.io/ipfs/QmaN1jRPtmzeqhp6s3mR1SRK4q1xWPvFvwqW1jyN6trir9/6618,https://opensea.io/assets/ethereum/0xd774557b647330c91bf44cfeab205095f7e6c367/6618,2024-08-30T16:10:14.234785,False,False,135000000000000000,0x0000000000000000000000000000000000000000,18,ETH
